Aeropuerto de Salida,Aeropuerto de Llegada,Código de la Aerolínea,Número de Vuelo,Duración (Minutos),Precio (EUR),Fecha de Salida,Hora de Salida,Fecha de extracción
CDG,MAD,AF,1600,130,257.43,2025-02-21,13:15:00,2024-10-19
CDG,MAD,SK,9769,130,416.43,2025-02-21,13:15:00,2024-10-19
ORY,MAD,UX,1028,120,75.39,2025-02-21,10:55:00,2024-10-19
ORY,MAD,UX,1222,120,75.39,2025-02-21,17:15:00,2024-10-19
ORY,MAD,UX,1026,120,75.39,2025-02-21,19:25:00,2024-10-19
ORY,MAD,IB,574,125,91.39,2025-02-21,14:25:00,2024-10-19
ORY,MAD,IB,572,125,158.39,2025-02-21,12:45:00,2024-10-19
ORY,MAD,IB,578,125,158.39,2025-02-21,17:20:00,2024-10-19
ORY,MAD,IB,570,125,194.39,2025-02-21,10:15:00,2024-10-19
ORY,MAD,IB,580,125,194.39,2025-02-21,19:00:00,2024-10-19
ORY,MAD,IB,582,125,194.39,2025-02-21,20:55:00,2024-10-19
ORY,MAD,IB,584,125,233.39,2025-02-21,07:25:00,2024-10-19
CDG,MAD,IB,592,130,159.61,2025-02-22,07:00:00,2024-10-19
CDG,MAD,IB,586,130,159.61,2025-02-22,12:45:00,2024-10-19
CDG,MAD,6X,1199,125,168.61,2025-02-22,12:35:00,2024-10-19
CDG,MAD,6X,3868,135,168.61,2025-02-22,16:45:00,2024-10-19
CDG,MAD,IB,590,130,195.61,2025-02-22,18:45:00,2024-10-19
CDG,MAD,AF,1300,125,302.43,2025-02-22,09:25:00,2024-10-19
CDG,MAD,AF,1000,130,302.43,2025-02-22,07:00:00,2024-10-19
CDG,MAD,AF,1600,130,302.43,2025-02-22,13:15:00,2024-10-19
CDG,MAD,AF,1400,130,332.43,2025-02-22,20:55:00,2024-10-19
CDG,MAD,AF,1800,125,421.43,2025-02-22,14:55:00,2024-10-19
ORY,MAD,IB,584,125,91.39,2025-02-22,07:25:00,2024-10-19
ORY,MAD,IB,572,125,110.39,2025-02-22,12:45:00,2024-10-19
ORY,MAD,IB,582,125,110.39,2025-02-22,20:55:00,2024-10-19
ORY,MAD,UX,1222,120,114.39,2025-02-22,17:15:00,2024-10-19
ORY,MAD,UX,1026,120,114.39,2025-02-22,19:25:00,2024-10-19
ORY,MAD,IB,578,125,134.39,2025-02-22,17:20:00,2024-10-19
ORY,MAD,UX,1028,120,136.39,2025-02-22,10:55:00,2024-10-19
ORY,MAD,IB,570,125,194.39,2025-02-22,10:15:00,2024-10-19
ORY,MAD,IB,574,125,194.39,2025-02-22,14:25:00,2024-10-19
ORY,MAD,IB,580,125,194.39,2025-02-22,19:00:00,2024-10-19
CDG,MAD,IB,586,130,159.61,2025-02-23,12:45:00,2024-10-19
CDG,MAD,IB,590,130,159.61,2025-02-23,18:45:00,2024-10-19
CDG,MAD,6X,1199,125,168.61,2025-02-23,12:35:00,2024-10-19
CDG,MAD,6X,3868,135,168.61,2025-02-23,16:45:00,2024-10-19
CDG,MAD,IB,592,130,234.61,2025-02-23,07:00:00,2024-10-19
CDG,MAD,AF,1100,130,332.43,2025-02-23,17:05:00,2024-10-19
CDG,MAD,AF,1400,130,332.43,2025-02-23,20:55:00,2024-10-19
CDG,MAD,AF,1600,130,356.43,2025-02-23,13:15:00,2024-10-19
CDG,MAD,AF,1000,130,421.11,2025-02-23,07:00:00,2024-10-19
CDG,MAD,AF,1300,125,421.43,2025-02-23,09:25:00,2024-10-19
CDG,MAD,AF,1800,125,421.43,2025-02-23,14:55:00,2024-10-19
ORY,MAD,UX,1222,120,69.39,2025-02-23,17:15:00,2024-10-19
ORY,MAD,IB,584,125,91.39,2025-02-23,07:25:00,2024-10-19
ORY,MAD,IB,570,125,110.39,2025-02-23,10:15:00,2024-10-19
ORY,MAD,IB,574,125,110.39,2025-02-23,14:25:00,2024-10-19
ORY,MAD,UX,1026,120,136.39,2025-02-23,19:25:00,2024-10-19
ORY,MAD,UX,1028,120,158.39,2025-02-23,10:55:00,2024-10-19
ORY,MAD,IB,580,125,158.39,2025-02-23,19:00:00,2024-10-19
ORY,MAD,IB,572,125,194.39,2025-02-23,12:45:00,2024-10-19
ORY,MAD,IB,582,125,194.39,2025-02-23,20:55:00,2024-10-19
ORY,MAD,IB,578,125,287.39,2025-02-23,17:20:00,2024-10-19
CDG,MAD,IB,586,130,79.61,2025-02-24,12:45:00,2024-10-19
CDG,MAD,IB,590,130,79.61,2025-02-24,18:45:00,2024-10-19
CDG,MAD,IB,592,130,92.61,2025-02-24,07:00:00,2024-10-19
CDG,MAD,6X,1199,125,168.61,2025-02-24,12:35:00,2024-10-19
CDG,MAD,6X,3868,135,168.61,2025-02-24,16:45:00,2024-10-19
CDG,MAD,AF,1400,130,302.43,2025-02-24,20:55:00,2024-10-19
CDG,MAD,AF,1100,130,332.43,2025-02-24,17:05:00,2024-10-19
CDG,MAD,AF,1000,130,356.43,2025-02-24,07:00:00,2024-10-19
CDG,MAD,AF,1300,125,421.43,2025-02-24,09:25:00,2024-10-19
CDG,MAD,AF,1800,125,421.43,2025-02-24,14:55:00,2024-10-19
CDG,MAD,AF,1600,130,421.43,2025-02-24,13:15:00,2024-10-19
ORY,MAD,UX,1222,120,69.39,2025-02-24,17:15:00,2024-10-19
ORY,MAD,UX,1026,120,69.39,2025-02-24,19:25:00,2024-10-19
ORY,MAD,UX,1028,120,75.39,2025-02-24,10:55:00,2024-10-19
ORY,MAD,IB,572,125,78.39,2025-02-24,12:45:00,2024-10-19
ORY,MAD,IB,574,125,78.39,2025-02-24,14:25:00,2024-10-19
ORY,MAD,IB,582,125,78.39,2025-02-24,20:55:00,2024-10-19
ORY,MAD,IB,568,125,91.39,2025-02-24,08:50:00,2024-10-19
ORY,MAD,IB,570,125,91.39,2025-02-24,10:15:00,2024-10-19
ORY,MAD,IB,578,125,91.39,2025-02-24,17:20:00,2024-10-19
ORY,MAD,IB,580,125,110.39,2025-02-24,19:00:00,2024-10-19
ORY,MAD,IB,584,125,158.39,2025-02-24,07:25:00,2024-10-19
CDG,MAD,IB,586,130,79.61,2025-02-25,12:45:00,2024-10-19
CDG,MAD,IB,590,130,79.61,2025-02-25,18:45:00,2024-10-19
CDG,MAD,IB,592,130,111.61,2025-02-25,07:00:00,2024-10-19
CDG,MAD,AF,1400,130,139.43,2025-02-25,20:55:00,2024-10-19
CDG,MAD,6X,1199,125,168.61,2025-02-25,12:35:00,2024-10-19
CDG,MAD,6X,3868,135,168.61,2025-02-25,16:45:00,2024-10-19
CDG,MAD,AF,1800,125,179.43,2025-02-25,14:55:00,2024-10-19
CDG,MAD,AF,1600,130,179.43,2025-02-25,13:15:00,2024-10-19
CDG,MAD,AF,1000,130,179.43,2025-02-25,07:00:00,2024-10-19
CDG,MAD,AF,1300,125,198.43,2025-02-25,09:25:00,2024-10-19
CDG,MAD,SK,9769,130,268.43,2025-02-25,13:15:00,2024-10-19
ORY,MAD,UX,1028,120,69.39,2025-02-25,10:55:00,2024-10-19
ORY,MAD,UX,1222,120,69.39,2025-02-25,17:15:00,2024-10-19
ORY,MAD,UX,1026,120,69.39,2025-02-25,19:25:00,2024-10-19
ORY,MAD,IB,572,125,78.39,2025-02-25,12:45:00,2024-10-19
ORY,MAD,IB,574,125,78.39,2025-02-25,14:25:00,2024-10-19
ORY,MAD,IB,584,125,91.39,2025-02-25,07:25:00,2024-10-19
ORY,MAD,IB,570,125,91.39,2025-02-25,10:15:00,2024-10-19
ORY,MAD,IB,578,125,91.39,2025-02-25,17:20:00,2024-10-19
ORY,MAD,IB,580,125,91.39,2025-02-25,19:00:00,2024-10-19
ORY,MAD,IB,582,125,158.39,2025-02-25,20:55:00,2024-10-19
CDG,MAD,IB,592,130,79.61,2025-02-26,07:00:00,2024-10-19
CDG,MAD,IB,586,130,79.61,2025-02-26,12:45:00,2024-10-19
CDG,MAD,IB,590,130,135.61,2025-02-26,18:45:00,2024-10-19
CDG,MAD,SK,9769,130,137.43,2025-02-26,13:15:00,2024-10-19
CDG,MAD,AF,1300,125,139.43,2025-02-26,09:25:00,2024-10-19
CDG,MAD,AF,1800,125,139.43,2025-02-26,14:55:00,2024-10-19
CDG,MAD,AF,1600,130,139.43,2025-02-26,13:15:00,2024-10-19
CDG,MAD,AF,1400,130,145.43,2025-02-26,20:55:00,2024-10-19
CDG,MAD,6X,1199,125,168.61,2025-02-26,12:35:00,2024-10-19
CDG,MAD,6X,3868,135,168.61,2025-02-26,16:45:00,2024-10-19
ORY,MAD,UX,1222,120,69.39,2025-02-26,17:15:00,2024-10-19
ORY,MAD,UX,1026,120,69.39,2025-02-26,19:25:00,2024-10-19
ORY,MAD,IB,572,125,78.39,2025-02-26,12:45:00,2024-10-19
ORY,MAD,IB,570,125,91.39,2025-02-26,10:15:00,2024-10-19
ORY,MAD,IB,574,125,91.39,2025-02-26,14:25:00,2024-10-19
ORY,MAD,IB,582,125,91.39,2025-02-26,20:55:00,2024-10-19
ORY,MAD,UX,1028,120,92.39,2025-02-26,10:55:00,2024-10-19
ORY,MAD,IB,584,125,110.39,2025-02-26,07:25:00,2024-10-19
ORY,MAD,IB,578,125,110.39,2025-02-26,17:20:00,2024-10-19
ORY,MAD,IB,580,125,158.39,2025-02-26,19:00:00,2024-10-19
CDG,MAD,IB,592,130,79.61,2025-02-27,07:00:00,2024-10-19
CDG,MAD,IB,586,130,79.61,2025-02-27,12:45:00,2024-10-19
CDG,MAD,IB,590,130,92.61,2025-02-27,18:45:00,2024-10-19
CDG,MAD,AF,1000,130,130.43,2025-02-27,07:00:00,2024-10-19
CDG,MAD,AF,1800,125,145.43,2025-02-27,14:55:00,2024-10-19
CDG,MAD,AF,1600,130,145.43,2025-02-27,13:15:00,2024-10-19
CDG,MAD,AF,1400,130,145.43,2025-02-27,20:55:00,2024-10-19
CDG,MAD,6X,1199,125,168.61,2025-02-27,12:35:00,2024-10-19
CDG,MAD,6X,3868,135,168.61,2025-02-27,16:45:00,2024-10-19
CDG,MAD,AF,1300,125,179.43,2025-02-27,09:25:00,2024-10-19
CDG,MAD,AF,1100,130,179.43,2025-02-27,17:05:00,2024-10-19
CDG,MAD,SK,9769,130,218.43,2025-02-27,13:15:00,2024-10-19
ORY,MAD,UX,1222,120,69.39,2025-02-27,17:15:00,2024-10-19
ORY,MAD,UX,1026,120,69.39,2025-02-27,19:25:00,2024-10-19
ORY,MAD,UX,1028,120,75.39,2025-02-27,10:55:00,2024-10-19
ORY,MAD,IB,572,125,78.39,2025-02-27,12:45:00,2024-10-19
ORY,MAD,IB,570,125,91.39,2025-02-27,10:15:00,2024-10-19
ORY,MAD,IB,574,125,91.39,2025-02-27,14:25:00,2024-10-19
ORY,MAD,IB,584,125,110.39,2025-02-27,07:25:00,2024-10-19
ORY,MAD,IB,578,125,110.39,2025-02-27,17:20:00,2024-10-19
ORY,MAD,IB,582,125,110.39,2025-02-27,20:55:00,2024-10-19
ORY,MAD,IB,580,125,158.39,2025-02-27,19:00:00,2024-10-19
CDG,MAD,IB,592,130,79.61,2025-02-28,07:00:00,2024-10-19
CDG,MAD,IB,586,130,79.61,2025-02-28,12:45:00,2024-10-19
CDG,MAD,IB,590,130,92.61,2025-02-28,18:45:00,2024-10-19
CDG,MAD,AF,1000,130,139.43,2025-02-28,07:00:00,2024-10-19
CDG,MAD,AF,1300,125,145.43,2025-02-28,09:25:00,2024-10-19
CDG,MAD,AF,1800,125,145.43,2025-02-28,14:55:00,2024-10-19
CDG,MAD,AF,1600,130,145.43,2025-02-28,13:15:00,2024-10-19
CDG,MAD,AF,1400,130,145.43,2025-02-28,20:55:00,2024-10-19
CDG,MAD,6X,1199,125,168.61,2025-02-28,12:35:00,2024-10-19
CDG,MAD,6X,3868,135,168.61,2025-02-28,16:45:00,2024-10-19
CDG,MAD,SK,9769,130,190.43,2025-02-28,13:15:00,2024-10-19
ORY,MAD,UX,1028,120,75.39,2025-02-28,10:55:00,2024-10-19
ORY,MAD,IB,584,125,91.39,2025-02-28,07:25:00,2024-10-19
ORY,MAD,IB,582,125,91.39,2025-02-28,20:55:00,2024-10-19
ORY,MAD,UX,1222,120,92.39,2025-02-28,17:15:00,2024-10-19
ORY,MAD,UX,1026,120,92.39,2025-02-28,19:25:00,2024-10-19
ORY,MAD,IB,574,125,110.39,2025-02-28,14:25:00,2024-10-19
ORY,MAD,IB,580,125,110.39,2025-02-28,19:00:00,2024-10-19
ORY,MAD,IB,570,125,158.39,2025-02-28,10:15:00,2024-10-19
ORY,MAD,IB,572,125,158.39,2025-02-28,12:45:00,2024-10-19
ORY,MAD,IB,578,125,158.39,2025-02-28,17:20:00,2024-10-19
