Aeropuerto de Salida,Aeropuerto de Llegada,Código de la Aerolínea,Número de Vuelo,Duración (Minutos),Precio (EUR),Fecha de Salida,Hora de Salida,Fecha de extracción
MAD,FCO,UX,1043,145,49.80,2025-02-21,07:05:00,2024-10-19
MAD,FCO,AZ,59,145,57.80,2025-02-21,05:50:00,2024-10-19
MAD,FCO,AZ,63,150,57.80,2025-02-21,18:00:00,2024-10-19
MAD,FCO,IB,647,145,95.80,2025-02-21,08:45:00,2024-10-19
MAD,FCO,IB,653,145,95.80,2025-02-21,15:45:00,2024-10-19
MAD,FCO,IB,655,145,95.80,2025-02-21,17:10:00,2024-10-19
MAD,FCO,IB,657,145,95.80,2025-02-21,21:50:00,2024-10-19
MAD,FCO,UX,3119,150,106.80,2025-02-21,18:00:00,2024-10-19
MAD,FCO,IB,649,145,122.80,2025-02-21,11:30:00,2024-10-19
MAD,FCO,UX,1047,145,129.80,2025-02-21,15:00:00,2024-10-19
MAD,FCO,AZ,61,150,129.80,2025-02-21,11:45:00,2024-10-19
MAD,FCO,UX,3117,150,159.80,2025-02-21,11:45:00,2024-10-19
MAD,FCO,IB,651,145,178.80,2025-02-21,13:05:00,2024-10-19
MAD,FCO,AZ,7117,145,285.80,2025-02-21,15:00:00,2024-10-19
MAD,FCO,AZ,7115,145,369.80,2025-02-21,07:05:00,2024-10-19
MAD,FCO,AZ,59,145,57.80,2025-02-22,05:50:00,2024-10-19
MAD,FCO,AZ,61,150,57.80,2025-02-22,11:45:00,2024-10-19
MAD,FCO,AZ,63,150,57.80,2025-02-22,18:00:00,2024-10-19
MAD,FCO,UX,1047,145,76.80,2025-02-22,15:00:00,2024-10-19
MAD,FCO,IB,647,145,95.80,2025-02-22,08:45:00,2024-10-19
MAD,FCO,IB,651,145,95.80,2025-02-22,13:05:00,2024-10-19
MAD,FCO,IB,653,145,95.80,2025-02-22,15:45:00,2024-10-19
MAD,FCO,IB,655,145,95.80,2025-02-22,17:10:00,2024-10-19
MAD,FCO,IB,657,145,95.80,2025-02-22,21:50:00,2024-10-19
MAD,FCO,UX,3117,150,106.80,2025-02-22,11:45:00,2024-10-19
MAD,FCO,UX,3119,150,106.80,2025-02-22,18:00:00,2024-10-19
MAD,FCO,IB,649,145,122.80,2025-02-22,11:30:00,2024-10-19
MAD,FCO,UX,1043,145,129.80,2025-02-22,07:05:00,2024-10-19
MAD,FCO,AZ,7117,145,213.80,2025-02-22,15:00:00,2024-10-19
MAD,FCO,AZ,7115,145,261.80,2025-02-22,07:05:00,2024-10-19
MAD,FCO,AZ,59,145,57.80,2025-02-23,05:50:00,2024-10-19
MAD,FCO,AZ,61,150,57.80,2025-02-23,11:45:00,2024-10-19
MAD,FCO,AZ,63,150,57.80,2025-02-23,18:00:00,2024-10-19
MAD,FCO,IB,649,145,95.80,2025-02-23,11:30:00,2024-10-19
MAD,FCO,IB,653,145,95.80,2025-02-23,15:45:00,2024-10-19
MAD,FCO,IB,655,145,95.80,2025-02-23,17:10:00,2024-10-19
MAD,FCO,IB,657,145,95.80,2025-02-23,21:50:00,2024-10-19
MAD,FCO,UX,1043,145,103.80,2025-02-23,07:05:00,2024-10-19
MAD,FCO,UX,1047,145,103.80,2025-02-23,15:00:00,2024-10-19
MAD,FCO,UX,3117,150,106.80,2025-02-23,11:45:00,2024-10-19
MAD,FCO,UX,3119,150,106.80,2025-02-23,18:00:00,2024-10-19
MAD,FCO,IB,651,145,178.80,2025-02-23,13:05:00,2024-10-19
MAD,FCO,AZ,7117,145,261.80,2025-02-23,15:00:00,2024-10-19
