Aeropuerto de Salida,Aeropuerto de Llegada,Código de la Aerolínea,Número de Vuelo,Duración (Minutos),Precio (EUR),Fecha de Salida,Hora de Salida,Fecha de extracción
MAD,CDG,6X,1281,130,153.80,2025-02-08,15:30:00,2024-10-19
MAD,CDG,SK,9853,130,175.30,2025-02-08,17:55:00,2024-10-19
MAD,ORY,UX,1025,115,55.80,2025-02-08,16:30:00,2024-10-19
MAD,ORY,UX,1027,115,61.80,2025-02-08,08:00:00,2024-10-19
MAD,ORY,UX,1029,115,61.80,2025-02-08,14:25:00,2024-10-19
MAD,ORY,IB,569,125,108.80,2025-02-08,07:25:00,2024-10-19
MAD,ORY,IB,571,125,108.80,2025-02-08,09:55:00,2024-10-19
MAD,ORY,IB,573,125,108.80,2025-02-08,11:35:00,2024-10-19
MAD,ORY,IB,577,125,108.80,2025-02-08,14:30:00,2024-10-19
MAD,ORY,IB,579,125,127.80,2025-02-08,16:10:00,2024-10-19
MAD,ORY,IB,583,125,178.80,2025-02-08,20:10:00,2024-10-19
MAD,CDG,IB,589,130,108.80,2025-02-09,15:50:00,2024-10-19
MAD,CDG,IB,591,130,108.80,2025-02-09,21:40:00,2024-10-19
MAD,CDG,AF,1401,140,132.30,2025-02-09,06:00:00,2024-10-19
MAD,CDG,6X,1281,130,153.80,2025-02-09,15:30:00,2024-10-19
MAD,CDG,AF,1001,130,181.30,2025-02-09,10:00:00,2024-10-19
MAD,CDG,AF,1601,130,181.30,2025-02-09,16:20:00,2024-10-19
MAD,CDG,AF,1101,130,181.30,2025-02-09,20:10:00,2024-10-19
MAD,CDG,AF,1801,130,181.30,2025-02-09,17:55:00,2024-10-19
MAD,CDG,AF,1301,130,218.30,2025-02-09,12:25:00,2024-10-19
MAD,CDG,SK,9856,130,253.30,2025-02-09,16:20:00,2024-10-19
MAD,CDG,IB,585,130,253.80,2025-02-09,09:50:00,2024-10-19
MAD,CDG,SK,9853,130,283.30,2025-02-09,17:55:00,2024-10-19
MAD,ORY,UX,1029,115,55.80,2025-02-09,14:25:00,2024-10-19
MAD,ORY,UX,1027,115,61.80,2025-02-09,08:00:00,2024-10-19
MAD,ORY,UX,1025,115,61.80,2025-02-09,16:30:00,2024-10-19
MAD,ORY,IB,579,125,108.80,2025-02-09,16:10:00,2024-10-19
MAD,ORY,IB,569,125,253.80,2025-02-09,07:25:00,2024-10-19
MAD,ORY,IB,571,125,253.80,2025-02-09,09:55:00,2024-10-19
MAD,ORY,IB,577,125,253.80,2025-02-09,14:30:00,2024-10-19
MAD,ORY,IB,583,125,253.80,2025-02-09,20:10:00,2024-10-19
MAD,ORY,IB,573,125,307.80,2025-02-09,11:35:00,2024-10-19
MAD,ORY,IB,581,125,307.80,2025-02-09,18:05:00,2024-10-19
MAD,CDG,IB,591,130,95.80,2025-02-10,21:40:00,2024-10-19
MAD,CDG,IB,589,130,108.80,2025-02-10,15:50:00,2024-10-19
MAD,CDG,SK,9853,130,122.30,2025-02-10,17:55:00,2024-10-19
MAD,CDG,AF,1301,130,132.30,2025-02-10,12:25:00,2024-10-19
MAD,CDG,AF,1801,130,141.30,2025-02-10,17:55:00,2024-10-19
MAD,CDG,AF,1101,130,141.30,2025-02-10,20:10:00,2024-10-19
MAD,CDG,AF,1001,130,147.30,2025-02-10,10:00:00,2024-10-19
MAD,CDG,AF,1401,140,147.30,2025-02-10,06:00:00,2024-10-19
MAD,CDG,AF,1601,130,147.30,2025-02-10,16:20:00,2024-10-19
MAD,CDG,IB,585,130,151.80,2025-02-10,09:50:00,2024-10-19
MAD,CDG,6X,1281,130,153.80,2025-02-10,15:30:00,2024-10-19
MAD,CDG,SK,9855,130,175.30,2025-02-10,10:00:00,2024-10-19
MAD,CDG,SK,9852,140,223.30,2025-02-10,06:00:00,2024-10-19
MAD,CDG,SK,9856,130,253.30,2025-02-10,16:20:00,2024-10-19
MAD,ORY,UX,1029,115,55.80,2025-02-10,14:25:00,2024-10-19
MAD,ORY,UX,1025,115,55.80,2025-02-10,16:30:00,2024-10-19
MAD,ORY,UX,1027,115,100.80,2025-02-10,08:00:00,2024-10-19
MAD,ORY,IB,573,125,127.80,2025-02-10,11:35:00,2024-10-19
MAD,ORY,IB,579,125,151.80,2025-02-10,16:10:00,2024-10-19
MAD,ORY,IB,567,125,178.80,2025-02-10,06:00:00,2024-10-19
MAD,ORY,IB,569,125,178.80,2025-02-10,07:25:00,2024-10-19
MAD,ORY,IB,571,125,178.80,2025-02-10,09:55:00,2024-10-19
MAD,ORY,IB,577,125,178.80,2025-02-10,14:30:00,2024-10-19
MAD,ORY,IB,583,125,253.80,2025-02-10,20:10:00,2024-10-19
MAD,CDG,AF,1001,130,132.30,2025-02-11,10:00:00,2024-10-19
MAD,CDG,AF,1401,140,132.30,2025-02-11,06:00:00,2024-10-19
MAD,CDG,AF,1301,130,147.30,2025-02-11,12:25:00,2024-10-19
MAD,CDG,AF,1801,130,147.30,2025-02-11,17:55:00,2024-10-19
MAD,CDG,IB,585,130,151.80,2025-02-11,09:50:00,2024-10-19
MAD,CDG,6X,1281,130,153.80,2025-02-11,15:30:00,2024-10-19
MAD,CDG,AF,1601,130,181.30,2025-02-11,16:20:00,2024-10-19
MAD,CDG,SK,9853,130,203.30,2025-02-11,17:55:00,2024-10-19
MAD,CDG,SK,9856,130,223.30,2025-02-11,16:20:00,2024-10-19
MAD,CDG,IB,589,130,253.80,2025-02-11,15:50:00,2024-10-19
MAD,CDG,IB,591,130,253.80,2025-02-11,21:40:00,2024-10-19
MAD,ORY,UX,1027,115,55.80,2025-02-11,08:00:00,2024-10-19
MAD,ORY,UX,1029,115,61.80,2025-02-11,14:25:00,2024-10-19
MAD,ORY,UX,1025,115,61.80,2025-02-11,16:30:00,2024-10-19
MAD,ORY,IB,581,125,95.80,2025-02-11,18:05:00,2024-10-19
MAD,ORY,IB,583,125,95.80,2025-02-11,20:10:00,2024-10-19
MAD,ORY,IB,577,125,108.80,2025-02-11,14:30:00,2024-10-19
MAD,ORY,IB,573,125,127.80,2025-02-11,11:35:00,2024-10-19
MAD,ORY,IB,569,125,178.80,2025-02-11,07:25:00,2024-10-19
MAD,ORY,IB,571,125,178.80,2025-02-11,09:55:00,2024-10-19
MAD,ORY,IB,579,125,253.80,2025-02-11,16:10:00,2024-10-19
MAD,CDG,SK,9852,140,100.30,2025-02-12,06:00:00,2024-10-19
MAD,CDG,IB,585,130,108.80,2025-02-12,09:50:00,2024-10-19
MAD,CDG,IB,589,130,127.80,2025-02-12,15:50:00,2024-10-19
MAD,CDG,AF,1401,140,132.30,2025-02-12,06:00:00,2024-10-19
MAD,CDG,AF,1301,130,141.30,2025-02-12,12:25:00,2024-10-19
MAD,CDG,6X,1281,130,153.80,2025-02-12,15:30:00,2024-10-19
MAD,CDG,AF,1601,130,181.30,2025-02-12,16:20:00,2024-10-19
MAD,CDG,AF,1801,130,200.30,2025-02-12,17:55:00,2024-10-19
MAD,CDG,SK,9856,130,253.30,2025-02-12,16:20:00,2024-10-19
MAD,CDG,SK,9853,130,283.30,2025-02-12,17:55:00,2024-10-19
MAD,ORY,UX,1025,115,55.80,2025-02-12,16:30:00,2024-10-19
MAD,ORY,UX,1027,115,61.80,2025-02-12,08:00:00,2024-10-19
MAD,ORY,UX,1029,115,78.80,2025-02-12,14:25:00,2024-10-19
MAD,ORY,IB,573,125,108.80,2025-02-12,11:35:00,2024-10-19
MAD,ORY,IB,577,125,108.80,2025-02-12,14:30:00,2024-10-19
MAD,ORY,IB,579,125,108.80,2025-02-12,16:10:00,2024-10-19
MAD,ORY,IB,581,125,108.80,2025-02-12,18:05:00,2024-10-19
MAD,ORY,IB,583,125,108.80,2025-02-12,20:10:00,2024-10-19
MAD,ORY,IB,569,125,127.80,2025-02-12,07:25:00,2024-10-19
MAD,ORY,IB,571,125,253.80,2025-02-12,09:55:00,2024-10-19
MAD,CDG,AF,1001,130,141.30,2025-02-13,10:00:00,2024-10-19
MAD,CDG,AF,1301,130,147.30,2025-02-13,12:25:00,2024-10-19
MAD,CDG,AF,1401,140,147.30,2025-02-13,06:00:00,2024-10-19
MAD,CDG,AF,1601,130,147.30,2025-02-13,16:20:00,2024-10-19
MAD,CDG,AF,1801,130,147.30,2025-02-13,17:55:00,2024-10-19
MAD,CDG,6X,1281,130,153.80,2025-02-13,15:30:00,2024-10-19
MAD,CDG,IB,585,130,178.80,2025-02-13,09:50:00,2024-10-19
MAD,CDG,IB,589,130,178.80,2025-02-13,15:50:00,2024-10-19
MAD,CDG,AF,1101,130,181.30,2025-02-13,20:10:00,2024-10-19
MAD,CDG,SK,9856,130,223.30,2025-02-13,16:20:00,2024-10-19
MAD,CDG,SK,9853,130,223.30,2025-02-13,17:55:00,2024-10-19
MAD,CDG,IB,591,130,253.80,2025-02-13,21:40:00,2024-10-19
MAD,ORY,UX,1025,115,55.80,2025-02-13,16:30:00,2024-10-19
MAD,ORY,UX,1029,115,61.80,2025-02-13,14:25:00,2024-10-19
MAD,ORY,UX,1027,115,78.80,2025-02-13,08:00:00,2024-10-19
MAD,ORY,IB,569,125,108.80,2025-02-13,07:25:00,2024-10-19
