Aeropuerto de Salida,Aeropuerto de Llegada,Código de la Aerolínea,Número de Vuelo,Duración (Minutos),Precio (EUR),Fecha de Salida,Hora de Salida,Fecha de extracción
FCO,MAD,IB,656,155,77.56,2025-02-26,20:20:00,2024-10-19
FCO,MAD,IB,652,155,77.56,2025-02-26,16:20:00,2024-10-19
FCO,MAD,UX,1040,155,89.56,2025-02-26,10:30:00,2024-10-19
FCO,MAD,UX,1048,155,89.56,2025-02-26,18:25:00,2024-10-19
FCO,MAD,UX,3114,155,119.56,2025-02-26,08:20:00,2024-10-19
FCO,MAD,AZ,60,155,121.56,2025-02-26,14:35:00,2024-10-19
FCO,MAD,IB,648,155,160.56,2025-02-26,11:55:00,2024-10-19
FCO,MAD,AZ,7116,155,274.56,2025-02-26,10:30:00,2024-10-19
FCO,MAD,AZ,7118,155,274.56,2025-02-26,18:25:00,2024-10-19
FCO,MAD,AZ,64,154,63.56,2025-02-27,21:25:00,2024-10-19
FCO,MAD,AZ,58,155,63.56,2025-02-27,08:20:00,2024-10-19
FCO,MAD,AZ,60,155,63.56,2025-02-27,14:35:00,2024-10-19
FCO,MAD,IB,648,155,77.56,2025-02-27,11:55:00,2024-10-19
FCO,MAD,IB,656,155,77.56,2025-02-27,20:20:00,2024-10-19
FCO,MAD,IB,658,155,104.56,2025-02-27,07:30:00,2024-10-19
FCO,MAD,IB,652,155,104.56,2025-02-27,16:20:00,2024-10-19
FCO,MAD,UX,1040,155,116.56,2025-02-27,10:30:00,2024-10-19
FCO,MAD,UX,1048,155,116.56,2025-02-27,18:25:00,2024-10-19
FCO,MAD,UX,3114,155,119.56,2025-02-27,08:20:00,2024-10-19
FCO,MAD,UX,3116,155,119.56,2025-02-27,14:35:00,2024-10-19
FCO,MAD,IB,654,155,131.56,2025-02-27,18:55:00,2024-10-19
FCO,MAD,IB,650,155,160.56,2025-02-27,14:45:00,2024-10-19
FCO,MAD,AZ,7118,155,226.56,2025-02-27,18:25:00,2024-10-19
FCO,MAD,AZ,7116,155,274.56,2025-02-27,10:30:00,2024-10-19
FCO,MAD,AZ,64,154,63.56,2025-02-28,21:25:00,2024-10-19
FCO,MAD,AZ,58,155,63.56,2025-02-28,08:20:00,2024-10-19
FCO,MAD,AZ,60,155,63.56,2025-02-28,14:35:00,2024-10-19
FCO,MAD,IB,650,155,77.56,2025-02-28,14:45:00,2024-10-19
FCO,MAD,IB,658,155,104.56,2025-02-28,07:30:00,2024-10-19
FCO,MAD,IB,652,155,104.56,2025-02-28,16:20:00,2024-10-19
FCO,MAD,UX,3114,155,119.56,2025-02-28,08:20:00,2024-10-19
FCO,MAD,UX,1040,155,142.56,2025-02-28,10:30:00,2024-10-19
FCO,MAD,UX,1048,155,142.56,2025-02-28,18:25:00,2024-10-19
FCO,MAD,AZ,7118,155,298.56,2025-02-28,18:25:00,2024-10-19
FCO,MAD,IB,656,155,325.56,2025-02-28,20:20:00,2024-10-19
FCO,MAD,AZ,7116,155,352.56,2025-02-28,10:30:00,2024-10-19
FCO,MAD,IB,654,155,378.56,2025-02-28,18:55:00,2024-10-19
FCO,MAD,IB,648,155,436.56,2025-02-28,11:55:00,2024-10-19
